""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"
"K00276"	0.702368059074248	-0.660335962968177	2.91893970699174	-0.226224598400054	0.821026739725396	NA	"K00276"	"Metabolism"	"Amino acid metabolism"	" Glycine, serine and threonine metabolism"
"K00278"	2.60960294925477	0.490041371350505	2.28259498605904	0.214686080685989	0.83001207555642	NA	"K00278"	"Metabolism"	"Amino acid metabolism"	" Alanine, aspartate and glutamate metabolism"
"K00281"	0.75738641507092	-0.197585611314324	3.04623672509448	-0.0648621985568755	0.948283718367746	NA	"K00281"	"Metabolism"	"Overview"	" Carbon metabolism"
"K00282"	0	NA	NA	NA	NA	NA	"K00282"	"Metabolism"	"Overview"	" Carbon metabolism"
"K00283"	0.0887799060588752	0.545392765812854	3.0485691526177	0.178901228251471	0.858015258340889	NA	"K00283"	"Metabolism"	"Overview"	" Carbon metabolism"
"K00285"	5.9147346035497	0.0878164537550929	2.31921439635743	0.0378647415663761	0.969795525031682	0.979521268119392	"K00285"	"Metabolism"	"Amino acid metabolism"	" Phenylalanine metabolism"
"K00286"	33.6564341740702	6.9044519284601	2.33790220519223	2.95326806789696	0.00314428786338523	0.0145837035768855	"K00286"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K00287"	125.191036744974	5.949452211369	1.97521424910369	3.01205411720209	0.00259486332906692	0.0135509529406828	"K00287"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"
"K00288"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K00288"	"Metabolism"	"Metabolism of cofactors and vitamins"	" One carbon pool by folate"
"K00290"	2.40707266611689	-2.84852318797032	2.61097972099788	-1.09097867174612	0.275282267588118	NA	"K00290"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K00293"	0.395062365296031	0.199959730981838	3.04854650346272	0.0655918257289866	0.947702797223033	NA	"K00293"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K00294"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K00294"	"Metabolism"	"Amino acid metabolism"	" Alanine, aspartate and glutamate metabolism"
"K00295"	1.51637102673712	-0.665252457029344	2.94929455673985	-0.225563247153148	0.821541128671485	NA	"K00295"	"Metabolism"	"Metabolism of cofactors and vitamins"	" One carbon pool by folate"
"K00297"	1.38332352347912	1.47529472013403	2.99481796132864	0.492615824796084	0.62228406437099	NA	"K00297"	"Metabolism"	"Overview"	" Carbon metabolism"
"K00299"	0.516311953079936	-1.09942255926977	3.04061679090291	-0.361578796301818	0.717666812151933	NA	"K00299"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K00304"	0.745997196296194	-1.41622467609243	3.03501414530071	-0.46662869044128	0.640765556571624	NA	"K00304"	"Metabolism"	"Amino acid metabolism"	" Glycine, serine and threonine metabolism"
"K00311"	1.19089384161689	-0.667300083146736	2.52435644047375	-0.264344635506982	0.791514368924795	NA	"K00311"	NA	NA	NA
"K00313"	1.83479621510944	2.22340541302838	2.28706147313554	0.972166878391822	0.330967535254097	NA	"K00313"	NA	NA	NA
"K00318"	1.1239801316314	-0.191356378150013	2.7841561955998	-0.0687304751265179	0.945204159911465	NA	"K00318"	"Metabolism"	"Amino acid metabolism"	" Arginine and proline metabolism"
"K00322"	0	NA	NA	NA	NA	NA	"K00322"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Nicotinate and nicotinamide metabolism"
"K00324"	8.40256754054687	1.16297144043412	1.66518709358725	0.698402867108927	0.48492528383973	0.588306130462666	"K00324"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Nicotinate and nicotinamide metabolism"
"K00325"	4.07524080055203	2.72836215458421	2.21652060059421	1.23092118063454	0.21835234496987	NA	"K00325"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Nicotinate and nicotinamide metabolism"
"K00326"	2.25637833371033	-2.82125120311142	2.57069152793742	-1.09746781068479	0.272436944599683	NA	"K00326"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"
"K00330"	2.70840937070643	0.00834610229189134	2.45434015783057	0.00340054831652536	0.997286760229176	NA	"K00330"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00331"	7.49238273807309	4.60154879710172	2.32795084666445	1.97665204301669	0.0480809751191372	0.0883887547822469	"K00331"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00332"	0.614611387556434	-1.02462253554502	3.0413570394981	-0.336896497924528	0.736194925412293	NA	"K00332"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00333"	0.666442751938055	1.41559796657276	3.0416786609594	0.465400235975699	0.641644865231019	NA	"K00333"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00334"	5.01337801903707	2.12419974066969	2.25671069305003	0.941281373466068	0.346560685513636	0.443421566764271	"K00334"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00335"	4.2576690414911	1.66191807782053	1.80154743316327	0.922494766014808	0.356270559177809	NA	"K00335"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00336"	2.39427625196813	1.01861670384405	2.11351814375926	0.481953139059532	0.62983923578358	NA	"K00336"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00337"	5.56378833809278	0.845974426411032	1.81381437061343	0.466406287278959	0.640924711981169	0.724702360780632	"K00337"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00338"	9.62314035960664	1.52684897872	1.95600265536532	0.780596577684516	0.43503980525399	0.535260701699775	"K00338"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00339"	1.77844539859775	-0.797715964717748	2.68541432815597	-0.297055078746648	0.766424459115136	NA	"K00339"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00340"	7.88970567910781	3.4182034775876	2.23996467221816	1.52600776252541	0.127007931303034	0.191530677152168	"K00340"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00341"	3.58189040053336	2.2858998499018	1.95284927926271	1.17054596797395	0.241781326711679	NA	"K00341"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00342"	5.41149033914509	1.57720286575566	1.81938375682445	0.866888505429173	0.386003102150313	0.486819654769178	"K00342"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00343"	3.40745418901578	1.51992737675445	1.78952737091406	0.849345699573228	0.395688958654105	NA	"K00343"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00344"	2.60879634460485	1.78332017712661	2.28513063693572	0.780401850249571	0.435154379144462	NA	"K00344"	NA	NA	NA
"K00346"	0	0	0	0	1	NA	"K00346"	NA	NA	NA
"K00347"	0	0	0	0	1	NA	"K00347"	NA	NA	NA
"K00348"	0	0	0	0	1	NA	"K00348"	NA	NA	NA
"K00349"	0	0	0	0	1	NA	"K00349"	NA	NA	NA
"K00350"	0	0	0	0	1	NA	"K00350"	NA	NA	NA
"K00351"	0	0	0	0	1	NA	"K00351"	NA	NA	NA
"K00354"	3.78987747284385	-1.58043889536207	1.98292088716894	-0.797025693555782	0.425436109357748	NA	"K00354"	NA	NA	NA
"K00355"	32.1275146579083	6.85795647798131	2.4793613057537	2.76601738603667	0.00567455093572318	0.0206175253323365	"K00355"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Ubiquinone and other terpenoid-quinone biosynthesis"
"K00362"	5.20516657952047	1.09159897124397	2.28177591297537	0.478398849350877	0.632366352442368	0.718845262921832	"K00362"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00363"	0.845387187708015	1.86781854657693	3.0328853196011	0.615855315895227	0.537990015185574	NA	"K00363"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00364"	10.4115770437486	4.64981946097566	2.06379357777238	2.25304483503364	0.0242563221727802	0.0526986352289987	"K00364"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K00366"	0	NA	NA	NA	NA	NA	"K00366"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00368"	0.110974882573594	0.612393508836124	3.04847124536313	0.200885447014665	0.840788147353455	NA	"K00368"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00370"	8.83366346224506	0.828025370108222	1.69794542634678	0.487663123478453	0.625788476094758	0.714462956513043	"K00370"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00371"	11.9116299318784	1.56120041232941	1.62529427324048	0.960564765429657	0.336771051939912	0.433254729229266	"K00371"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00373"	7.82329594440562	1.64705068240125	2.06667703978188	0.796956007492628	0.425476581414628	0.52486612405479	"K00373"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K00374"	9.63178339264585	1.99216857158116	1.93202166090894	1.03113159230519	0.302479114559204	0.398221803481305	"K00374"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00375"	0.0221949765147188	0.302613886721353	3.04896253240223	0.0992514284794861	0.92093864237867	NA	"K00375"	NA	NA	NA
"K00376"	0.332924647720782	1.1403486982216	3.04430071513733	0.374584774937438	0.707969297798242	NA	"K00376"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00380"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K00380"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K00381"	0.627451467251998	-1.21776389837718	3.03951370326165	-0.400644319211466	0.688682010908648	NA	"K00381"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K00382"	556.258011166543	4.51740029651057	1.66006539132104	2.7212182846097	0.00650417969479128	0.02204541675398	"K00382"	"Metabolism"	"Overview"	" Carbon metabolism"
"K00383"	1.5259857059324	-1.20152805883657	2.69577562444869	-0.445707739152919	0.65580837349105	NA	"K00383"	"Metabolism"	"Metabolism of other amino acids"	" Glutathione metabolism"
"K00384"	220.941895762112	4.30268996015201	1.70749176525835	2.51988914248205	0.0117391799589721	0.0321387435644688	"K00384"	"Metabolism"	"Metabolism of other amino acids"	" Selenocompound metabolism"
"K00385"	0	NA	NA	NA	NA	NA	"K00385"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K00389"	0	NA	NA	NA	NA	NA	"K00389"	NA	NA	NA
"K00390"	0.475077919729972	-0.226726948328295	3.0434555935748	-0.0744965521451834	0.940615284535214	NA	"K00390"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K00392"	0	NA	NA	NA	NA	NA	"K00392"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K00394"	0	NA	NA	NA	NA	NA	"K00394"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K00395"	0	NA	NA	NA	NA	NA	"K00395"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K00404"	0	NA	NA	NA	NA	NA	"K00404"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00405"	0	NA	NA	NA	NA	NA	"K00405"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00406"	0.0665849295441564	0.472392491801971	3.0486808871621	0.15494979936772	0.876860893494893	NA	"K00406"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00407"	0	NA	NA	NA	NA	NA	"K00407"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00411"	8.34912342968765	-4.72065381090719	2.30083152269117	-2.05171641832587	0.0401972301972497	0.0770082806767964	"K00411"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00412"	2.5870931919242	-2.50443516072792	2.62267191624781	-0.954917443242748	0.339619447884968	NA	"K00412"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00413"	4.50135660606974	-2.40071334257336	2.41235132424929	-0.99517566883441	0.31965083332403	NA	"K00413"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00414"	0.413876721820531	-0.93657296763642	3.04227332601063	-0.307852999146714	0.758194191173566	NA	"K00414"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00415"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K00415"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00416"	0	0	0	0	1	NA	"K00416"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00417"	2.93400554429736	-1.34157798882918	2.64920535051116	-0.506407700169535	0.612570470090704	NA	"K00417"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00418"	4.39578284993857	-3.27340067099037	2.41275152356588	-1.35670857069961	0.174873828127602	NA	"K00418"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00419"	1.22922277511287	-1.99892462989206	3.01461899457897	-0.663077036762063	0.507281216729927	NA	"K00419"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00420"	0	NA	NA	NA	NA	NA	"K00420"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00425"	32.6080945183526	2.03188450452528	1.51732019494069	1.33912704207084	0.180529318400153	0.25531227577153	"K00425"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00426"	42.6633314257112	1.60215310367017	1.91086629106086	0.838443333876963	0.401781760481815	0.503566473137208	"K00426"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"
"K00427"	0	NA	NA	NA	NA	NA	"K00427"	NA	NA	NA
"K00428"	2.1462875355198	1.61604230096866	2.10622141178817	0.767270853825689	0.442920493760051	NA	"K00428"	NA	NA	NA
"K00432"	64.6927345244759	1.67377412647387	1.7381936406465	0.96293881609838	0.335578228643235	0.432252401379172	"K00432"	"Metabolism"	"Lipid metabolism"	" Arachidonic acid metabolism"
"K00433"	0.556566109326466	-0.701082018654822	3.0340252571466	-0.231073230851798	0.817257911067301	NA	"K00433"	NA	NA	NA
"K00435"	0	NA	NA	NA	NA	NA	"K00435"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K00449"	0	NA	NA	NA	NA	NA	"K00449"	"Metabolism"	"Overview"	" Degradation of aromatic compounds"
"K00451"	1.84778985463705	-2.55956402076032	2.58762099270017	-0.98915723283317	0.322586219191976	NA	"K00451"	"Metabolism"	"Amino acid metabolism"	" Tyrosine metabolism"
"K00452"	1.08409702524488	-1.1325629929224	2.98370782693016	-0.379582405053264	0.704255423708	NA	"K00452"	"Metabolism"	"Amino acid metabolism"	" Tryptophan metabolism"
"K00453"	0.608204421380658	-1.14752635265235	3.04015856780431	-0.377456085615009	0.705834693523654	NA	"K00453"	"Metabolism"	"Amino acid metabolism"	" Tryptophan metabolism"
"K00456"	0	NA	NA	NA	NA	NA	"K00456"	"Metabolism"	"Amino acid metabolism"	" Cysteine and methionine metabolism"
"K00457"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K00457"	"Metabolism"	"Amino acid metabolism"	" Tyrosine metabolism"
"K00459"	2.03771139506878	-0.116630574454345	2.48818649561209	-0.0468737269734493	0.962613867908484	NA	"K00459"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"
"K00463"	0.790124730592062	1.74150416879952	3.03551804204574	0.573709048892972	0.566164703909882	NA	"K00463"	"Metabolism"	"Amino acid metabolism"	" Tryptophan metabolism"
"K00467"	0	NA	NA	NA	NA	NA	"K00467"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"
"K00469"	0.395062365296031	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K00469"	"Metabolism"	"Carbohydrate metabolism"	" Ascorbate and aldarate metabolism"
"K00474"	0	NA	NA	NA	NA	NA	"K00474"	"Metabolism"	"Amino acid metabolism"	" Lysine degradation"
"K00484"	0	NA	NA	NA	NA	NA	"K00484"	"Metabolism"	"Overview"	" Degradation of aromatic compounds"
"K00486"	2.88755056843668	0.665394094488424	2.24487810087978	0.296405445902676	0.766920466866772	NA	"K00486"	"Metabolism"	"Amino acid metabolism"	" Tryptophan metabolism"
"K00491"	0	NA	NA	NA	NA	NA	"K00491"	"Metabolism"	"Amino acid metabolism"	" Arginine biosynthesis"
"K00500"	1.25543518555192	-1.30702013826708	2.71367736112356	-0.481641685556139	0.630060508141448	NA	"K00500"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K00507"	4.56138067520085	-3.86065770513	2.164565882892	-1.78357135518181	0.0744933436477862	0.126701585697682	"K00507"	"Metabolism"	"Overview"	" Fatty acid metabolism"
"K00508"	0.512176156297029	-1.09375478648152	3.0406716881438	-0.35970828114929	0.71906529856057	NA	"K00508"	"Metabolism"	"Lipid metabolism"	" Linoleic acid metabolism"
"K00510"	0.421704553779657	1.2959799701484	3.04276365409006	0.425921996408215	0.670164686113687	NA	"K00510"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K00511"	1.18561047765923	-1.78702024472741	2.95988354958005	-0.603746807870519	0.546011988899147	NA	"K00511"	"Metabolism"	"Lipid metabolism"	" Steroid biosynthesis"
"K00520"	0.351054440218347	1.12966434673823	3.04441170972557	0.371061621898723	0.710591634973386	NA	"K00520"	NA	NA	NA
"K00521"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K00521"	NA	NA	NA
"K00522"	0	NA	NA	NA	NA	NA	"K00522"	"Cellular Processes"	"Cell growth and death"	" Ferroptosis"
"K00523"	0	NA	NA	NA	NA	NA	"K00523"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"
"K00525"	31.5760825725529	0.889981274727383	1.55119091568778	0.573740643867021	0.566143320259985	0.661908857020381	"K00525"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K00526"	21.6191655844889	2.56533824361925	1.64139278352672	1.56290332781123	0.118075334821654	0.182751067067543	"K00526"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K00527"	180.067467607791	7.57593995756245	2.13876267258637	3.54220692864486	0.000396794070704681	0.00532837752089144	"K00527"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K00528"	17.160353061708	5.78939915047324	2.17408182956823	2.66291685608863	0.00774665524541449	0.0244905468520951	"K00528"	NA	NA	NA
"K00529"	1.109837814719	0.777241957830986	2.80631072427519	0.276962187796126	0.781809140543965	NA	"K00529"	"Metabolism"	"Overview"	" Degradation of aromatic compounds"
"K00532"	0	NA	NA	NA	NA	NA	"K00532"	NA	NA	NA
"K00533"	0	NA	NA	NA	NA	NA	"K00533"	NA	NA	NA
"K00537"	9.88845818346752	-1.56364743793603	2.00646769314761	-0.779303570785675	0.43580091173854	0.535260701699775	"K00537"	NA	NA	NA
"K00540"	38.9028012271364	3.22268903872876	1.82641028297022	1.76449348143607	0.0776489318682671	0.130806444365898	"K00540"	NA	NA	NA
"K00547"	1.01843968598024	-0.117902585598855	2.77566840738301	-0.0424771868589366	0.966118297582176	NA	"K00547"	"Metabolism"	"Amino acid metabolism"	" Cysteine and methionine metabolism"
"K00548"	20.3815754718485	-1.08017218278575	1.57119744200151	-0.68748341482134	0.491778148604803	0.595710643928499	"K00548"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K00549"	9.97147217638357	0.630076129870929	1.86911430083414	0.337098768967601	0.73604244539722	0.803888340828877	"K00549"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K00550"	0.592593547944047	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K00550"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"
"K00554"	117.319857563166	3.78984719984905	1.82131284334126	2.0808326332869	0.0374492280557009	0.0738509252566968	"K00554"	NA	NA	NA
"K00555"	0	NA	NA	NA	NA	NA	"K00555"	NA	NA	NA
"K00556"	0.668723513277282	0.905796505067551	2.69904887538031	0.335598407768707	0.737173724855438	NA	"K00556"	NA	NA	NA
